"id";"MotionOutcomeAndDescription";"PageURL";"MotionVoteOutcome";"VideoTimeSlot";"MeetingIDValue";"ItemID"
"89";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council approve an amendment to Zoning By-law 2008-250 to change the zoning of 7479 Bleeks Road from RU, Rural Countryside to RU[XXXr] and RU[YYYr], as shown in Document 1 and as detailed in Document 2.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=110444";"Passed";NULL;"2206";"110444"
"90";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council approve an amendment to the Zoning By-law 2008-250 to change the zoning of 4782 Hawthorne Road from ME (Mineral Extraction) to ME[XXXr], as shown in Document 1 and detailed in Document 2.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=110426";"Passed";NULL;"2206";"110426"
"91";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council:
 
1.            Approve a proposal to close that portions of Flag Station Road and part of the Concession 2 road allowance shown on Schedule A to this motion;
 
2.            Approve an amendment to Zoning By-law 2008-250 to change the zoning of 5780 Flag Station Road from Rural Countryside to Rural Countryside Exception [XXXr] as detailed in Document 2 and as shown in Document 1; 
 
3.            That the closing of the road and the conveyance to Tim and Martha Kelly and the enactment of the zoning by-law be contingent upon the Kelly’s agreeing to provide to the City an option to purchase the lands shown on Schedule A for one dollar provided that the City agree to open and maintain such lands as a public road;
 
Further that Agriculture and Rural Affairs Committee approve that this report rise to Council after Finance and Economic Development Committee has considered the following recommendation which is hereby referred to that Committee:
 
a.         That lands shown on Schedule A be declared to be surplus to the needs of the City and that the sale of these lands to Tim and Martha Kelly for one dollar be approved.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=110851";"Passed";NULL;"2206";"110851"
"92";"Passed    Motion To: Minutes 17 - 17 September 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111745";"Passed";NULL;"2149";"111745"
"93";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=110253";"Passed";NULL;"2149";"110253"
"94";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=110441";"Passed";NULL;"2149";"110441"
"95";"Passed    Motion To: Minutes 19 of the regular meeting on 28 August 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111932";"Passed";NULL;"2229";"111932"
"96";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111994";"Passed";NULL;"2229";"111994"
"97";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111933";"Passed";NULL;"2229";"111933"
"98";"Passed    Motion To: That the Environment Committee receive this report for further review and discussion of the service areas’ performance results, as outlined in document 1.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111934";"Passed";NULL;"2229";"111934"
"99";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111935";"Passed";NULL;"2229";"111935"
"100";"Passed    Motion To: That the Environment Committee recommend Council:
 
1.            Approve a multi-year approach to planning and budgeting; and 
 
2.            Table a 2 Year Rate Budget in January, 2013 covering the years 2013 and 2014; and
 
3.            Prepare a future Rate Budgets on a 4 Year basis consistent with the Term of Council; and 
 
4.            Direct staff to develop a policy outlining the approach to multi-year budgeting and business planning.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111936";"Passed";NULL;"2229";"111936"
"101";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111937";"Passed";NULL;"2229";"111937"
"102";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111938";"Passed";NULL;"2229";"111938"
"103";"Passed    Motion To: That the Environment Committee recommend Council: 
1. Endorse the comments contained in Document 1 as the City’s comments on Taggart Miller Environmental Services Terms of Reference for an Environmental Assessment of the Proposed Capital Region Resource Recovery Centre. 
2. Commit up to a maximum of $50,000, non-renewable, from the Solid Waste Reserve Fund to be distributed to community groups within the city of Ottawa, in the area surrounding the proposed Taggart Miller facility, to help retain experts to assist with technical peer review during the environmental assessment process; and 
3. Delegate to the City Treasurer the authority to determine which City of Ottawa groups receive funding and to ensure that the appropriate rules with respect to the distribution and usage of the funds are strictly followed. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111989";"Passed";NULL;"2229";"111989"
"104";"Passed    Motion To: WHEREAS the Ontario provincial mandate suggests 60% waste diversion from all waste streams;
 
AND WHEREAS Waste Management of Canada Corporation (WM) has requested 6.5 million cubic meters during the period of ten years in their Environmental Assessment (EA) for the proposed expansion of the company’s landfill operation at the West Carleton Environmental Centre (WCEC);
 
AND WHEREAS the staff report requests that the overall approved capacity of the landfill site should be reduced from the requested 6.5M cubic meters to 5M cubic meters which would reflect WM’s commitment to waste diversion from landfilling. 
 
AND WHEREAS modern landfill operations use much more efficient compaction technology, as well , many modern landfills  use low volume daily cover materials other than native or impacted soil material (tarps, spray material, auto fluff etc.) which puts more waste into less airspace; all of which reduce the need for airspace;
 
AND WHEREAS with the use of modern technology it is possible to have a tonne / m3 ratio close to one thus providing the opportunity that the WCEC site capacity could be reduced to nearly 4 million m3 to handle 4 million tonnes;
 
AND WHEREAS with the staff recommendation on waste diversion to reduce the annual tonnage based on improved diversion rates the site capacity could be reduced even more;
 
THEREFORE BE IT RESOLVED that the capacity being considered at the WCEC landfill be reduced to 4 million cubic metres capacity, based on 400,000 tonnes per year for the period of ten years.
 
Further THEREFORE BE IT FURTHER RESOLVED that the Ministry put in place programs and policies necessary to move the ICI sector from its current 17-per-cent diversion rate to the Ministry’s target of 60-per-cent diversion before considering new or expanded landfills to dispose of residual ICI wastes;";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111990";"Passed";NULL;"2229";"111990"
"105";"Passed    Motion To: WHEREAS  the proposed WCEC landfill expansion is located over a groundwater aquifer classified as highly to very highly vulnerable to contamination by both the City of Ottawa and the Mississippi-Rideau Source Protection Region; 
 
AND WHEREAS  residences and business in West Carleton and Goulbourn in the vicinity of the proposed landfill expansion, access  the local aquifer for potable water through private wells;
 
AND WHEREAS there is existing groundwater impact at the proposed landfill expansion site; 
 
AND WHEREAS the groundwater contamination lifespan of a landfill is measured in hundreds of years;
 
THEREFORE BE IT RESOLVED THAT:
1.         The proposed WCEC landfill expansion contain a comprehensive groundwater protection program to collect and treat all leachate produced during the contamination lifespan of the facility; and
2.         The groundwater protection program include best Management Practices and Mitigation to handle current and future potential impacts; and 
3.         The proposed WCEC landfill contain a comprehensive groundwater monitoring program to assure effectiveness of the groundwater protection program; and
4.         The groundwater monitoring program include on-site and off-site monitoring including private wells within 3 kilometres of the landfill.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111990";"Passed";NULL;"2229";"111990"
"106";"Passed    Motion To: WHEREAS Waste Management of Canada (WM) has had on-going issues of odour, litter, traffic and environmental compliance in the local community when the existing landfill site on Carp Road was in operation;
 
AND WHEREAS the city of Ottawa’s staff report has requested that WM commit to regular reporting on groundwater, surface water, sewer use and operational impacts and that any issues should be reported to the Mayor, West-end Councillors and General Manager of Environmental Services within 24 hours of identification;
 
AND WHEREAS the City of Ottawa’s staff report has requested that WM report all odour, litter, noise and traffic complaints received by WM or forwarded to WM by other parties to the General Manager of Environmental Services and  the West-end Councillors within 24 hours of receipt and include how and when the problem was addressed;
 
AND WHEREAS the city of Ottawa’s staff report has required that WM establish a Public Liaison Committee (PLC) that invites members of the public, local businesses, local Councillors and City staff and that the PLC meet at a minimum on a quarterly basis;
 
AND WHEREAS the city of Ottawa’s staff report requires that WM provide the PLC with a summary of all complaints received, environmental compliance issues, operational changes and all other issues that may be brought forward of concern to the local community;
 
THEREFORE BE IT RESOLVED that the MOE require Waste Management to:
1.         Require WM to invite the five West-end Councillors (West Carleton-March, Kanata North, Kanata South, Stittsville and Rideau-Carleton) to participate on the PLC.
2.         That city staff and the Ministry of the Environment be invited to attend to all PLC meetings.
3.         That WM advertise in the local community papers and through the West-end Councillors to solicit participation in the PLC.
4.         That the PLC membership consist of a minimum of six (6) members of the public and two (2) members of the local business community.
5.         That a Terms of Reference be developed and approved by the participants on the PLC.
6.         That the PLC monitors and makes recommendations on WM’s operational issues, complaints and environmental issues and that WM formally responds to the PLC on these recommendations and provides timelines for action plans.
7.         That WM provide an agenda at a minimum of one week in advance of the PLC meeting that includes a summary of the complaints, operational issues and issues of non-compliance for discussion at the meeting.
8.         That WM provide written minutes to the members of the PLC within one week of the meeting.
9.         That WM host the PLC meeting.
10.       That WM post all PLC agendas, reports, meeting minutes immediately as they become available on a website hosted by WM and dedicated to the PLC.  Members of the public at large must have access to the website.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111990";"Passed";NULL;"2229";"111990"
"107";"Passed    Motion To: WHEREAS Waste Management of Canada Corporation (WM) has submitted their final Environmental Assessment (EA) Report to the Ministry of the Environment for the proposed expansion of the company’s landfill operation at the West Carleton Environmental Centre (WCEC); 
 
AND WHEREAS City of Ottawa’s staff report has requested a defined service area for the WCEC landfill to be Ottawa and Lanark County;
 
AND WHEREAS the Minister of the Environment will be in the process of reviewing the City of Ottawa’s comments to the EA;
 
AND WHEREAS waste disposed of, at landfill operations can come from waste transfer stations; 
 
AND WHEREAS the source of waste from transfer stations cannot be verified and could be from outside the defined service area of Ottawa and Lanark County;
 
THEREFORE BE IT RESOLVED that staff be directed to include in comments on proposed new transfer stations in Ottawa and Lanark and amendments to Environment Compliance Approvals for existing transfer stations in Ottawa and Lanark a request to the Ministry of the Environment that a condition be inserted that residual waste from waste brought to the facility from outside Ottawa or Lanark not be eligible for depositing at any landfill in Ottawa. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111990";"Passed";NULL;"2229";"111990"
